112.429608667,21.852236167
112.429608667,21.852236167
112.429608667,21.852236167
112.429608833,21.852236167
112.429608833,21.852236167
112.429609000,21.852236167
112.429609000,21.852236000
112.429609000,21.852236000
112.429609167,21.852236000
112.429609167,21.852235833
112.429609333,21.852235833
112.429609333,21.852235833
112.429609500,21.852235833
112.429609500,21.852235833
112.429609667,21.852235667
112.429609667,21.852235667
112.429609833,21.852235667
112.429609833,21.852235667
112.429609667,21.852235500
112.429609667,21.852235500
112.429609667,21.852235500
112.429609667,21.852235667
112.429609833,21.852235667
112.429609833,21.852235667
112.429609833,21.852235500
112.429610000,21.852235500
112.429610000,21.852235500
112.429610000,21.852235500
112.429610000,21.852235500
112.429610000,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235167
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609833,21.852235333
112.429609667,21.852235333
112.429609333,21.852235500
112.429609167,21.852235667
112.429608833,21.852235833
112.429608500,21.852236000
112.429608167,21.852236333
112.429607667,21.852236667
112.429607167,21.852237167
112.429606667,21.852237667
112.429606167,21.852238167
112.429605500,21.852238500
112.429605000,21.852238833
112.429604167,21.852239000
112.429603500,21.852239333
112.429602500,21.852239500
112.429601500,21.852240000
112.429600667,21.852240500
112.429599833,21.852240833
112.429599167,21.852241333
112.429598500,21.852241667
112.429597833,21.852242000
112.429597167,21.852242500
112.429596667,21.852242833
112.429596000,21.852243167
112.429595333,21.852243500
112.429594667,21.852243667
112.429594000,21.852244000
112.429593167,21.852244333
112.429592500,21.852244667
112.429591500,21.852245167
112.429590667,21.852245500
112.429589833,21.852246000
112.429589000,21.852246333
112.429588000,21.852246833
112.429587000,21.852247167
112.429586167,21.852247500
112.429585333,21.852247667
112.429584500,21.852248167
112.429583833,21.852248667
112.429582833,21.852249167
112.429581833,21.852249500
112.429581167,21.852249833
112.429580333,21.852250167
112.429579667,21.852250500
112.429578833,21.852250833
112.429578000,21.852251167
112.429577333,21.852251667
112.429576333,21.852252000
112.429575500,21.852252333
112.429574833,21.852253000
112.429574000,21.852253500
112.429573167,21.852253833
112.429572333,21.852254333
112.429571667,21.852254833
112.429570667,21.852255667
112.429570000,21.852256333
112.429568833,21.852257000
112.429568000,21.852257667
112.429567167,21.852258167
112.429566333,21.852258500
112.429565500,21.852258833
112.429564833,21.852259333
112.429564167,21.852259667
112.429563500,21.852260167
112.429562500,21.852260500
112.429561500,21.852261000
112.429560500,21.852261667
112.429559500,21.852262167
112.429558500,21.852262667
112.429557500,21.852263167
112.429556667,21.852263667
112.429555833,21.852264000
112.429555000,21.852264500
112.429554167,21.852265000
112.429553333,21.852265333
112.429551500,21.852266333
112.429550667,21.852266833
112.429549833,21.852267500
112.429549000,21.852268000
112.429548333,21.852268500
112.429547500,21.852269000
112.429546500,21.852269500
112.429545667,21.852270167
112.429544833,21.852270667
112.429544167,21.852271333
112.429543333,21.852271833
112.429542500,21.852272167
112.429541667,21.852272667
112.429540833,21.852273167
112.429539833,21.852273833
112.429539000,21.852274333
112.429538000,21.852274833
112.429537167,21.852275333
112.429536167,21.852275833
112.429535500,21.852276333
112.429534667,21.852276667
112.429533833,21.852276833
112.429533167,21.852277167
112.429532333,21.852277667
112.429531500,21.852278167
112.429530500,21.852278833
112.429529000,21.852279833
112.429528000,21.852280333
112.429527167,21.852280833
112.429526333,21.852281333
112.429525500,21.852281667
112.429524500,21.852282167
112.429523833,21.852282667
112.429523000,21.852283000
112.429522000,21.852283667
112.429521000,21.852284167
112.429520000,21.852284667
112.429519333,21.852285167
112.429518333,21.852285667
112.429517333,21.852286167
112.429516500,21.852286500
112.429515667,21.852286833
112.429514833,21.852287167
112.429514000,21.852287500
112.429513000,21.852288000
112.429512000,21.852288333
112.429511167,21.852288833
112.429510167,21.852289167
112.429509500,21.852289667
112.429508500,21.852290000
112.429507667,21.852290500
112.429506667,21.852291000
112.429505833,21.852291333
112.429504833,21.852291833
112.429503167,21.852292500
112.429502167,21.852293000
112.429501167,21.852293500
112.429499833,21.852294333
112.429498833,21.852295000
112.429497667,21.852295667
112.429496667,21.852296167
112.429495333,21.852296667
112.429494333,21.852297000
112.429493667,21.852297333
112.429492833,21.852297833
112.429492000,21.852298167
112.429490833,21.852298667
112.429490000,21.852299333
112.429489167,21.852300000
112.429488000,21.852300500
112.429487167,21.852301000
112.429486000,21.852301500
112.429485167,21.852301833
112.429484333,21.852302333
112.429483333,21.852302833
112.429482500,21.852303333
112.429481500,21.852303833
112.429480167,21.852304333
112.429479000,21.852304833
112.429477000,21.852306167
112.429476000,21.852306667
112.429474833,21.852307000
112.429473833,21.852307500
112.429473167,21.852308167
112.429472667,21.852308500
112.429472000,21.852308667
112.429471333,21.852309000
112.429470333,21.852309333
112.429469500,21.852309833
112.429468500,21.852310333
112.429467667,21.852310833
112.429466667,21.852311167
112.429465667,21.852311500
112.429464667,21.852311833
112.429463833,21.852312333
112.429462833,21.852312667
112.429462000,21.852313000
112.429461333,21.852313333
112.429460500,21.852313667
112.429459500,21.852314000
112.429458667,21.852314500
112.429457833,21.852314833
112.429457000,21.852315167
112.429455500,21.852315667
112.429454667,21.852315833
112.429454000,21.852316167
112.429453500,21.852316333
112.429452833,21.852316667
112.429452167,21.852317000
112.429451167,21.852317500
112.429450333,21.852317833
112.429449500,21.852318333
112.429448500,21.852318833
112.429447500,21.852319500
112.429446167,21.852320167
112.429445000,21.852320833
112.429444167,21.852321500
112.429443167,21.852322333
112.429442167,21.852322833
112.429441000,21.852323167
112.429439833,21.852324000
112.429438667,21.852324833
112.429437667,21.852325500
112.429436833,21.852326167
112.429435667,21.852326667
112.429434500,21.852327000
112.429433500,21.852327167
112.429432833,21.852327333
112.429432000,21.852327500
112.429430333,21.852328333
112.429429333,21.852328833
112.429428333,21.852329333
112.429427333,21.852330000
112.429426333,21.852330667
112.429425333,21.852331333
112.429424167,21.852332000
112.429423167,21.852332500
112.429422000,21.852333000
112.429421167,21.852333500
112.429420167,21.852334167
112.429419333,21.852334667
112.429418167,21.852335333
112.429417333,21.852336000
112.429416167,21.852336667
112.429415333,21.852337333
112.429414333,21.852338000
112.429413500,21.852338667
112.429412500,21.852339333
112.429411667,21.852339833
112.429410833,21.852340333
112.429410000,21.852340500
112.429409167,21.852341000
112.429408333,21.852341333
112.429407667,21.852342000
112.429405667,21.852343000
112.429404833,21.852343667
112.429404000,21.852344167
112.429403167,21.852344500
112.429402333,21.852344833
112.429401500,21.852345167
112.429400833,21.852345500
112.429400000,21.852346000
112.429398833,21.852346667
112.429397667,21.852347500
112.429396500,21.852348333
112.429395500,21.852348833
112.429394667,21.852349500
112.429393833,21.852350000
112.429393000,21.852350500
112.429392167,21.852351000
112.429391500,21.852351500
112.429390833,21.852352000
112.429390000,21.852352333
112.429389500,21.852352833
112.429388333,21.852353500
112.429387500,21.852354000
112.429386667,21.852354500
112.429385833,21.852355167
112.429385000,21.852355833
112.429383167,21.852357167
112.429382333,21.852357833
112.429381500,21.852358500
112.429380667,21.852358833
112.429379667,21.852359333
112.429378667,21.852359667
112.429377500,21.852360167
112.429376500,21.852360667
112.429375500,21.852361167
112.429374500,21.852361667
112.429373333,21.852362167
112.429372167,21.852362500
112.429371500,21.852362833
112.429370667,21.852363000
112.429369833,21.852363333
112.429368667,21.852363667
112.429367500,21.852364000
112.429366167,21.852364667
112.429365167,21.852365167
112.429364167,21.852365833
112.429362833,21.852366500
112.429361833,21.852367000
112.429360833,21.852367667
112.429359833,21.852368167
112.429358667,21.852368667
112.429356833,21.852370000
112.429355833,21.852370833
112.429354833,21.852371500
112.429353833,21.852372167
